grade,fy,thickness_mm,spacing_mm,profile,web_height_mm,web_thickness_mm,flange_width_mm,flange_thickness_mm,web_slenderness,plate_length_mm,sigma_x,tau,utilization,governing_mode,plate_util,column_util,torsional_util,critical_stress_mpa,status
EH40,390.0,14.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.4407,torsional,0.4383,0.2967,0.4407,260.94,PASS
EH40,390.0,14.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.6666,torsional,0.6575,0.445,0.6666,258.76,PASS
EH40,390.0,14.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.9058,torsional,0.8767,0.5933,0.9058,253.92,PASS
EH40,390.0,14.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5495,plate_induced,0.5495,0.356,0.5313,262.35,PASS
EH40,390.0,14.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.4383,plate_induced,0.4383,0.2949,0.3083,262.35,PASS
EH40,390.0,14.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.6575,plate_induced,0.6575,0.4423,0.4626,262.35,PASS
EH40,390.0,14.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.8767,plate_induced,0.8767,0.5897,0.6172,262.35,PASS
EH40,390.0,14.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.5495,plate_induced,0.5495,0.3538,0.37,262.35,PASS
EH40,390.0,14.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.515,plate_induced,0.515,0.3272,0.4522,223.28,PASS
EH40,390.0,14.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.7726,plate_induced,0.7726,0.4908,0.6961,223.28,PASS
EH40,390.0,14.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.2986,torsional,1.0301,0.6544,1.2986,177.12,FAIL
EH40,390.0,14.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.6461,plate_induced,0.6461,0.3926,0.5494,223.28,PASS
EH40,390.0,14.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.515,plate_induced,0.515,0.2974,0.4442,223.28,PASS
EH40,390.0,14.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.7726,plate_induced,0.7726,0.4461,0.6768,223.28,PASS
EH40,390.0,14.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.0649,torsional,1.0301,0.5948,1.0649,215.97,FAIL
EH40,390.0,14.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.6461,plate_induced,0.6461,0.3569,0.5371,223.28,PASS
EH40,390.0,14.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.515,plate_induced,0.515,0.2949,0.3084,223.28,PASS
EH40,390.0,14.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.7726,plate_induced,0.7726,0.4423,0.4628,223.28,PASS
EH40,390.0,14.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.0301,plate_induced,1.0301,0.5897,0.625,223.28,FAIL
EH40,390.0,14.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.6461,plate_induced,0.6461,0.3538,0.3702,223.28,PASS
EH40,390.0,16.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4343,torsional,0.3614,0.3238,0.4343,264.79,PASS
EH40,390.0,16.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.6545,torsional,0.5421,0.4857,0.6545,263.55,PASS
EH40,390.0,16.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.8791,torsional,0.7228,0.6476,0.8791,261.64,PASS
EH40,390.0,16.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5227,torsional,0.4521,0.3885,0.5227,263.99,PASS
EH40,390.0,16.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.433,torsional,0.3614,0.2965,0.433,265.59,PASS
EH40,390.0,16.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.6515,torsional,0.5421,0.4447,0.6515,264.78,PASS
EH40,390.0,16.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.8727,torsional,0.7228,0.593,0.8727,263.55,PASS
EH40,390.0,16.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5206,torsional,0.4521,0.3558,0.5206,265.07,PASS
EH40,390.0,16.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.3614,plate_induced,0.3614,0.2949,0.3081,318.2,PASS
EH40,390.0,16.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.5421,plate_induced,0.5421,0.4423,0.4622,318.2,PASS
EH40,390.0,16.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.7228,plate_induced,0.7228,0.5897,0.6163,318.2,PASS
EH40,390.0,16.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.4521,plate_induced,0.4521,0.3538,0.3697,318.2,PASS
EH40,390.0,16.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4373,torsional,0.3935,0.3268,0.4373,263.0,PASS
EH40,390.0,16.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.6605,torsional,0.5902,0.4903,0.6605,261.17,PASS
EH40,390.0,16.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.8917,torsional,0.7869,0.6537,0.8917,257.94,PASS
EH40,390.0,16.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5269,torsional,0.4927,0.3922,0.5269,261.91,PASS
EH40,390.0,16.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.4349,torsional,0.3935,0.2973,0.4349,264.43,PASS
EH40,390.0,16.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.6553,torsional,0.5902,0.446,0.6553,263.25,PASS
EH40,390.0,16.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.8806,torsional,0.7869,0.5946,0.8806,261.19,PASS
EH40,390.0,16.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5233,torsional,0.4927,0.3568,0.5233,263.72,PASS
EH40,390.0,16.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.3935,plate_induced,0.3935,0.2949,0.3081,292.27,PASS
EH40,390.0,16.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.5902,plate_induced,0.5902,0.4423,0.4623,292.27,PASS
EH40,390.0,16.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.7869,plate_induced,0.7869,0.5897,0.6165,292.27,PASS
EH40,390.0,16.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.4927,plate_induced,0.4927,0.3538,0.3698,292.27,PASS
EH40,390.0,16.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4406,torsional,0.4383,0.3299,0.4406,261.0,PASS
EH40,390.0,16.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.6683,torsional,0.6575,0.4948,0.6683,258.1,PASS
EH40,390.0,16.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.9151,torsional,0.8767,0.6598,0.9151,251.33,PASS
EH40,390.0,16.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5492,plate_induced,0.5492,0.3959,0.532,262.35,PASS
EH40,390.0,16.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.4383,plate_induced,0.4383,0.2982,0.437,262.35,PASS
EH40,390.0,16.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.6602,torsional,0.6575,0.4473,0.6602,261.29,PASS
EH40,390.0,16.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.8948,torsional,0.8767,0.5963,0.8948,257.05,PASS
EH40,390.0,16.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5492,plate_induced,0.5492,0.3578,0.5265,262.35,PASS
EH40,390.0,16.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.4383,plate_induced,0.4383,0.2949,0.3082,262.35,PASS
EH40,390.0,16.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.6575,plate_induced,0.6575,0.4423,0.4624,262.35,PASS
EH40,390.0,16.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.8767,plate_induced,0.8767,0.5897,0.6169,262.35,PASS
EH40,390.0,16.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.5492,plate_induced,0.5492,0.3538,0.3699,262.35,PASS
EH40,390.0,18.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4298,torsional,0.3451,0.3257,0.4298,267.59,PASS
EH40,390.0,18.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.6466,torsional,0.5176,0.4886,0.6466,266.78,PASS
EH40,390.0,18.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.866,torsional,0.6901,0.6515,0.866,265.6,PASS
EH40,390.0,18.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5168,torsional,0.4314,0.3909,0.5168,267.05,PASS
EH40,390.0,18.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.43,torsional,0.3451,0.297,0.43,267.43,PASS
EH40,390.0,18.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.6463,torsional,0.5176,0.4455,0.6463,266.9,PASS
EH40,390.0,18.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.8643,torsional,0.6901,0.594,0.8643,266.12,PASS
EH40,390.0,18.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5167,torsional,0.4314,0.3564,0.5167,267.07,PASS
EH40,390.0,18.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.3451,plate_induced,0.3451,0.2949,0.308,333.27,PASS
EH40,390.0,18.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.5176,plate_induced,0.5176,0.4423,0.4621,333.27,PASS
EH40,390.0,18.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.6901,plate_induced,0.6901,0.5897,0.6161,333.27,PASS
EH40,390.0,18.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.4314,plate_induced,0.4314,0.3538,0.3696,333.27,PASS
EH40,390.0,18.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4317,torsional,0.3677,0.3291,0.4317,266.36,PASS
EH40,390.0,18.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.6503,torsional,0.5515,0.4937,0.6503,265.25,PASS
EH40,390.0,18.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.8729,torsional,0.7353,0.6583,0.8729,263.49,PASS
EH40,390.0,18.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5195,torsional,0.46,0.395,0.5195,265.66,PASS
EH40,390.0,18.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.4313,torsional,0.3677,0.298,0.4313,266.62,PASS
EH40,390.0,18.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.6488,torsional,0.5515,0.4469,0.6488,265.89,PASS
EH40,390.0,18.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.8688,torsional,0.7353,0.5959,0.8688,264.74,PASS
EH40,390.0,18.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5185,torsional,0.46,0.3576,0.5185,266.16,PASS
EH40,390.0,18.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.3677,plate_induced,0.3677,0.2949,0.308,312.78,PASS
EH40,390.0,18.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.5515,plate_induced,0.5515,0.4423,0.4621,312.78,PASS
EH40,390.0,18.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.7353,plate_induced,0.7353,0.5897,0.6162,312.78,PASS
EH40,390.0,18.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.46,plate_induced,0.46,0.3538,0.3697,312.78,PASS
EH40,390.0,18.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4339,torsional,0.3977,0.3325,0.4339,265.03,PASS
EH40,390.0,18.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.6548,torsional,0.5966,0.4988,0.6548,263.43,PASS
EH40,390.0,18.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.8829,torsional,0.7955,0.665,0.8829,260.51,PASS
EH40,390.0,18.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5226,torsional,0.4979,0.399,0.5226,264.08,PASS
EH40,390.0,18.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.4327,torsional,0.3977,0.2989,0.4327,265.74,PASS
EH40,390.0,18.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.6517,torsional,0.5966,0.4484,0.6517,264.7,PASS
EH40,390.0,18.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.8751,torsional,0.7955,0.5979,0.8751,262.82,PASS
EH40,390.0,18.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5205,torsional,0.4979,0.3587,0.5205,265.13,PASS
EH40,390.0,18.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.3977,plate_induced,0.3977,0.2949,0.3081,289.14,PASS
EH40,390.0,18.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.5966,plate_induced,0.5966,0.4423,0.4622,289.14,PASS
EH40,390.0,18.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.7955,plate_induced,0.7955,0.5897,0.6164,289.14,PASS
EH40,390.0,18.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.4979,plate_induced,0.4979,0.3538,0.3697,289.14,PASS
EH40,390.0,20.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4268,torsional,0.3343,0.3276,0.4268,269.42,PASS
EH40,390.0,20.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.6416,torsional,0.5014,0.4915,0.6416,268.86,PASS
EH40,390.0,20.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.858,torsional,0.6685,0.6553,0.858,268.05,PASS
EH40,390.0,20.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.513,torsional,0.4177,0.3932,0.513,269.03,PASS
EH40,390.0,20.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.4281,torsional,0.3343,0.2976,0.4281,268.64,PASS
EH40,390.0,20.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.643,torsional,0.5014,0.4463,0.643,268.27,PASS
EH40,390.0,20.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.8591,torsional,0.6685,0.5951,0.8591,267.73,PASS
EH40,390.0,20.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5142,torsional,0.4177,0.3571,0.5142,268.38,PASS
EH40,390.0,20.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.3343,plate_induced,0.3343,0.2949,0.308,344.05,PASS
EH40,390.0,20.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.5014,plate_induced,0.5014,0.4423,0.462,344.05,PASS
EH40,390.0,20.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.6685,plate_induced,0.6685,0.5897,0.616,344.05,PASS
EH40,390.0,20.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.4177,plate_induced,0.4177,0.3538,0.3696,344.05,PASS
EH40,390.0,20.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4283,torsional,0.3512,0.3314,0.4283,268.53,PASS
EH40,390.0,20.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.6441,torsional,0.5268,0.4971,0.6441,267.8,PASS
EH40,390.0,20.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.8624,torsional,0.7024,0.6628,0.8624,266.69,PASS
EH40,390.0,20.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5148,torsional,0.4391,0.3977,0.5148,268.05,PASS
EH40,390.0,20.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.429,torsional,0.3512,0.2986,0.429,268.05,PASS
EH40,390.0,20.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.6447,torsional,0.5268,0.4479,0.6447,267.56,PASS
EH40,390.0,20.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.862,torsional,0.7024,0.5973,0.862,266.83,PASS
EH40,390.0,20.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5154,torsional,0.4391,0.3584,0.5154,267.73,PASS
EH40,390.0,20.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.3512,plate_induced,0.3512,0.2949,0.308,327.45,PASS
EH40,390.0,20.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.5268,plate_induced,0.5268,0.4423,0.462,327.45,PASS
EH40,390.0,20.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.7024,plate_induced,0.7024,0.5897,0.6161,327.45,PASS
EH40,390.0,20.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.4391,plate_induced,0.4391,0.3538,0.3696,327.45,PASS
EH40,390.0,20.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4298,torsional,0.373,0.3351,0.4298,267.59,PASS
EH40,390.0,20.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.647,torsional,0.5595,0.5027,0.647,266.6,PASS
EH40,390.0,20.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.868,torsional,0.746,0.6702,0.868,264.97,PASS
EH40,390.0,20.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5169,torsional,0.4666,0.4021,0.5169,266.97,PASS
EH40,390.0,20.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.43,torsional,0.373,0.2997,0.43,267.43,PASS
EH40,390.0,20.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.6466,torsional,0.5595,0.4496,0.6466,266.77,PASS
EH40,390.0,20.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.8656,torsional,0.746,0.5994,0.8656,265.71,PASS
EH40,390.0,20.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5168,torsional,0.4666,0.3597,0.5168,267.02,PASS
EH40,390.0,20.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.373,plate_induced,0.373,0.2949,0.308,308.31,PASS
EH40,390.0,20.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.5595,plate_induced,0.5595,0.4423,0.4621,308.31,PASS
EH40,390.0,20.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.746,plate_induced,0.746,0.5897,0.6162,308.31,PASS
EH40,390.0,20.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.4666,plate_induced,0.4666,0.3538,0.3696,308.31,PASS
