grade,fy,thickness_mm,width_mm,length_mm,aspect,slenderness_beta,sigma_x,sigma_y,tau,utilization,critical_stress_mpa,safety_factor,governing,status
EH40,390.0,17.0,800.0,2400.0,3.0,2.0476,120.0,0.0,40.0,0.5201,276.93,1.9228,plate_buckling,PASS
EH40,390.0,17.0,800.0,2400.0,3.0,2.0476,120.0,60.0,0.0,0.4983,276.93,2.0067,plate_buckling,PASS
EH40,390.0,17.0,800.0,2400.0,3.0,2.0476,100.0,50.0,50.0,0.4493,276.93,2.2258,plate_buckling,PASS
EH40,390.0,17.0,1000.0,2400.0,2.4,2.5595,100.0,0.0,0.0,0.5391,213.33,1.855,plate_buckling,PASS
EH40,390.0,17.0,1000.0,2400.0,2.4,2.5595,150.0,0.0,0.0,0.8086,213.33,1.2367,plate_buckling,PASS
EH40,390.0,17.0,1000.0,2400.0,2.4,2.5595,200.0,0.0,0.0,1.0782,213.33,0.9275,plate_buckling,FAIL
EH40,390.0,17.0,1000.0,2400.0,2.4,2.5595,120.0,0.0,40.0,0.6753,213.33,1.4808,plate_buckling,PASS
EH40,390.0,17.0,1000.0,2400.0,2.4,2.5595,120.0,60.0,0.0,0.6469,213.33,1.5459,plate_buckling,PASS
EH40,390.0,17.0,1000.0,2400.0,2.4,2.5595,100.0,50.0,50.0,0.5835,213.33,1.7139,plate_buckling,PASS
EH40,390.0,18.0,600.0,2400.0,4.0,1.4504,100.0,0.0,0.0,0.3451,333.27,2.898,plate_buckling,PASS
EH40,390.0,18.0,600.0,2400.0,4.0,1.4504,150.0,0.0,0.0,0.5176,333.27,1.932,plate_buckling,PASS
EH40,390.0,18.0,600.0,2400.0,4.0,1.4504,200.0,0.0,0.0,0.6901,333.27,1.449,plate_buckling,PASS
EH40,390.0,18.0,600.0,2400.0,4.0,1.4504,120.0,0.0,40.0,0.4314,333.27,2.318,plate_buckling,PASS
EH40,390.0,18.0,600.0,2400.0,4.0,1.4504,120.0,60.0,0.0,0.4141,333.27,2.415,plate_buckling,PASS
EH40,390.0,18.0,600.0,2400.0,4.0,1.4504,100.0,50.0,50.0,0.3721,333.27,2.6871,plate_buckling,PASS
EH40,390.0,18.0,800.0,2400.0,3.0,1.9338,100.0,0.0,0.0,0.3977,289.14,2.5143,plate_buckling,PASS
EH40,390.0,18.0,800.0,2400.0,3.0,1.9338,150.0,0.0,0.0,0.5966,289.14,1.6762,plate_buckling,PASS
EH40,390.0,18.0,800.0,2400.0,3.0,1.9338,200.0,0.0,0.0,0.7955,289.14,1.2571,plate_buckling,PASS
EH40,390.0,18.0,800.0,2400.0,3.0,1.9338,120.0,0.0,40.0,0.4979,289.14,2.0084,plate_buckling,PASS
EH40,390.0,18.0,800.0,2400.0,3.0,1.9338,120.0,60.0,0.0,0.4773,289.14,2.0952,plate_buckling,PASS
EH40,390.0,18.0,800.0,2400.0,3.0,1.9338,100.0,50.0,50.0,0.43,289.14,2.3258,plate_buckling,PASS
EH40,390.0,18.0,1000.0,2400.0,2.4,2.4173,100.0,0.0,0.0,0.4948,232.41,2.021,plate_buckling,PASS
EH40,390.0,18.0,1000.0,2400.0,2.4,2.4173,150.0,0.0,0.0,0.7422,232.41,1.3473,plate_buckling,PASS
EH40,390.0,18.0,1000.0,2400.0,2.4,2.4173,200.0,0.0,0.0,0.9896,232.41,1.0105,plate_buckling,PASS
EH40,390.0,18.0,1000.0,2400.0,2.4,2.4173,120.0,0.0,40.0,0.6197,232.41,1.6136,plate_buckling,PASS
EH40,390.0,18.0,1000.0,2400.0,2.4,2.4173,120.0,60.0,0.0,0.5938,232.41,1.6842,plate_buckling,PASS
EH40,390.0,18.0,1000.0,2400.0,2.4,2.4173,100.0,50.0,50.0,0.5354,232.41,1.8679,plate_buckling,PASS
EH40,390.0,19.0,600.0,2400.0,4.0,1.374,100.0,0.0,0.0,0.3391,339.08,2.9486,plate_buckling,PASS
EH40,390.0,19.0,600.0,2400.0,4.0,1.374,150.0,0.0,0.0,0.5087,339.08,1.9657,plate_buckling,PASS
EH40,390.0,19.0,600.0,2400.0,4.0,1.374,200.0,0.0,0.0,0.6783,339.08,1.4743,plate_buckling,PASS
EH40,390.0,19.0,600.0,2400.0,4.0,1.374,120.0,0.0,40.0,0.4239,339.08,2.359,plate_buckling,PASS
EH40,390.0,19.0,600.0,2400.0,4.0,1.374,120.0,60.0,0.0,0.407,339.08,2.4571,plate_buckling,PASS
EH40,390.0,19.0,600.0,2400.0,4.0,1.374,100.0,50.0,50.0,0.3656,339.08,2.7352,plate_buckling,PASS
EH40,390.0,19.0,800.0,2400.0,3.0,1.832,100.0,0.0,0.0,0.384,299.48,2.6042,plate_buckling,PASS
EH40,390.0,19.0,800.0,2400.0,3.0,1.832,150.0,0.0,0.0,0.576,299.48,1.7361,plate_buckling,PASS
EH40,390.0,19.0,800.0,2400.0,3.0,1.832,200.0,0.0,0.0,0.768,299.48,1.3021,plate_buckling,PASS
EH40,390.0,19.0,800.0,2400.0,3.0,1.832,120.0,0.0,40.0,0.4805,299.48,2.081,plate_buckling,PASS
EH40,390.0,19.0,800.0,2400.0,3.0,1.832,120.0,60.0,0.0,0.4608,299.48,2.1702,plate_buckling,PASS
EH40,390.0,19.0,800.0,2400.0,3.0,1.832,100.0,50.0,50.0,0.4148,299.48,2.4106,plate_buckling,PASS
EH40,390.0,19.0,1000.0,2400.0,2.4,2.2901,100.0,0.0,0.0,0.4627,248.56,2.1614,plate_buckling,PASS
EH40,390.0,19.0,1000.0,2400.0,2.4,2.2901,150.0,0.0,0.0,0.694,248.56,1.441,plate_buckling,PASS
EH40,390.0,19.0,1000.0,2400.0,2.4,2.2901,200.0,0.0,0.0,0.9253,248.56,1.0807,plate_buckling,PASS
EH40,390.0,19.0,1000.0,2400.0,2.4,2.2901,120.0,0.0,40.0,0.5793,248.56,1.7262,plate_buckling,PASS
EH40,390.0,19.0,1000.0,2400.0,2.4,2.2901,120.0,60.0,0.0,0.5552,248.56,1.8012,plate_buckling,PASS
EH40,390.0,19.0,1000.0,2400.0,2.4,2.2901,100.0,50.0,50.0,0.5003,248.56,1.9987,plate_buckling,PASS
EH40,390.0,20.0,600.0,2400.0,4.0,1.3053,100.0,0.0,0.0,0.3343,344.05,2.9917,plate_buckling,PASS
EH40,390.0,20.0,600.0,2400.0,4.0,1.3053,150.0,0.0,0.0,0.5014,344.05,1.9945,plate_buckling,PASS
EH40,390.0,20.0,600.0,2400.0,4.0,1.3053,200.0,0.0,0.0,0.6685,344.05,1.4959,plate_buckling,PASS
EH40,390.0,20.0,600.0,2400.0,4.0,1.3053,120.0,0.0,40.0,0.4177,344.05,2.3941,plate_buckling,PASS
EH40,390.0,20.0,600.0,2400.0,4.0,1.3053,120.0,60.0,0.0,0.4011,344.05,2.4931,plate_buckling,PASS
EH40,390.0,20.0,600.0,2400.0,4.0,1.3053,100.0,50.0,50.0,0.3602,344.05,2.7764,plate_buckling,PASS
EH40,390.0,20.0,800.0,2400.0,3.0,1.7404,100.0,0.0,0.0,0.373,308.31,2.6809,plate_buckling,PASS
EH40,390.0,20.0,800.0,2400.0,3.0,1.7404,150.0,0.0,0.0,0.5595,308.31,1.7873,plate_buckling,PASS
EH40,390.0,20.0,800.0,2400.0,3.0,1.7404,200.0,0.0,0.0,0.746,308.31,1.3405,plate_buckling,PASS
EH40,390.0,20.0,800.0,2400.0,3.0,1.7404,120.0,0.0,40.0,0.4666,308.31,2.143,plate_buckling,PASS
EH40,390.0,20.0,800.0,2400.0,3.0,1.7404,120.0,60.0,0.0,0.4476,308.31,2.2341,plate_buckling,PASS
EH40,390.0,20.0,800.0,2400.0,3.0,1.7404,100.0,50.0,50.0,0.4027,308.31,2.4831,plate_buckling,PASS
EH40,390.0,20.0,1000.0,2400.0,2.4,2.1755,100.0,0.0,0.0,0.4383,262.35,2.2813,plate_buckling,PASS
EH40,390.0,20.0,1000.0,2400.0,2.4,2.1755,150.0,0.0,0.0,0.6575,262.35,1.5209,plate_buckling,PASS
EH40,390.0,20.0,1000.0,2400.0,2.4,2.1755,200.0,0.0,0.0,0.8767,262.35,1.1407,plate_buckling,PASS
EH40,390.0,20.0,1000.0,2400.0,2.4,2.1755,120.0,0.0,40.0,0.5487,262.35,1.8225,plate_buckling,PASS
EH40,390.0,20.0,1000.0,2400.0,2.4,2.1755,120.0,60.0,0.0,0.526,262.35,1.9011,plate_buckling,PASS
EH40,390.0,20.0,1000.0,2400.0,2.4,2.1755,100.0,50.0,50.0,0.4738,262.35,2.1106,plate_buckling,PASS
EH40,390.0,21.0,600.0,2400.0,4.0,1.2432,100.0,0.0,0.0,0.3302,348.32,3.0289,plate_buckling,PASS
EH40,390.0,21.0,600.0,2400.0,4.0,1.2432,150.0,0.0,0.0,0.4952,348.32,2.0192,plate_buckling,PASS
EH40,390.0,21.0,600.0,2400.0,4.0,1.2432,200.0,0.0,0.0,0.6603,348.32,1.5144,plate_buckling,PASS
EH40,390.0,21.0,600.0,2400.0,4.0,1.2432,120.0,0.0,40.0,0.4125,348.32,2.4242,plate_buckling,PASS
EH40,390.0,21.0,600.0,2400.0,4.0,1.2432,120.0,60.0,0.0,0.3962,348.32,2.5241,plate_buckling,PASS
EH40,390.0,21.0,600.0,2400.0,4.0,1.2432,100.0,50.0,50.0,0.3556,348.32,2.8118,plate_buckling,PASS
EH40,390.0,21.0,800.0,2400.0,3.0,1.6576,100.0,0.0,0.0,0.364,315.9,2.747,plate_buckling,PASS
EH40,390.0,21.0,800.0,2400.0,3.0,1.6576,150.0,0.0,0.0,0.5461,315.9,1.8313,plate_buckling,PASS
EH40,390.0,21.0,800.0,2400.0,3.0,1.6576,200.0,0.0,0.0,0.7281,315.9,1.3735,plate_buckling,PASS
EH40,390.0,21.0,800.0,2400.0,3.0,1.6576,120.0,0.0,40.0,0.4553,315.9,2.1964,plate_buckling,PASS
EH40,390.0,21.0,800.0,2400.0,3.0,1.6576,120.0,60.0,0.0,0.4368,315.9,2.2891,plate_buckling,PASS
EH40,390.0,21.0,800.0,2400.0,3.0,1.6576,100.0,50.0,50.0,0.3928,315.9,2.5455,plate_buckling,PASS
EH40,390.0,21.0,1000.0,2400.0,2.4,2.072,100.0,0.0,0.0,0.4194,274.22,2.3845,plate_buckling,PASS
EH40,390.0,21.0,1000.0,2400.0,2.4,2.072,150.0,0.0,0.0,0.6291,274.22,1.5897,plate_buckling,PASS
EH40,390.0,21.0,1000.0,2400.0,2.4,2.072,200.0,0.0,0.0,0.8387,274.22,1.1923,plate_buckling,PASS
EH40,390.0,21.0,1000.0,2400.0,2.4,2.072,120.0,0.0,40.0,0.5248,274.22,1.9055,plate_buckling,PASS
EH40,390.0,21.0,1000.0,2400.0,2.4,2.072,120.0,60.0,0.0,0.5032,274.22,1.9871,plate_buckling,PASS
EH40,390.0,21.0,1000.0,2400.0,2.4,2.072,100.0,50.0,50.0,0.4531,274.22,2.2072,plate_buckling,PASS
EH40,390.0,22.0,600.0,2400.0,4.0,1.1867,100.0,0.0,0.0,0.3267,352.02,3.0611,plate_buckling,PASS
EH40,390.0,22.0,600.0,2400.0,4.0,1.1867,150.0,0.0,0.0,0.49,352.02,2.0407,plate_buckling,PASS
EH40,390.0,22.0,600.0,2400.0,4.0,1.1867,200.0,0.0,0.0,0.6534,352.02,1.5305,plate_buckling,PASS
EH40,390.0,22.0,600.0,2400.0,4.0,1.1867,120.0,0.0,40.0,0.4081,352.02,2.4504,plate_buckling,PASS
EH40,390.0,22.0,600.0,2400.0,4.0,1.1867,120.0,60.0,0.0,0.392,352.02,2.5509,plate_buckling,PASS
EH40,390.0,22.0,600.0,2400.0,4.0,1.1867,100.0,50.0,50.0,0.3518,352.02,2.8425,plate_buckling,PASS
EH40,390.0,22.0,800.0,2400.0,3.0,1.5822,100.0,0.0,0.0,0.3566,322.49,2.8042,plate_buckling,PASS
EH40,390.0,22.0,800.0,2400.0,3.0,1.5822,150.0,0.0,0.0,0.5349,322.49,1.8695,plate_buckling,PASS
EH40,390.0,22.0,800.0,2400.0,3.0,1.5822,200.0,0.0,0.0,0.7132,322.49,1.4021,plate_buckling,PASS
EH40,390.0,22.0,800.0,2400.0,3.0,1.5822,120.0,0.0,40.0,0.4459,322.49,2.2428,plate_buckling,PASS
EH40,390.0,22.0,800.0,2400.0,3.0,1.5822,120.0,60.0,0.0,0.4279,322.49,2.3368,plate_buckling,PASS
EH40,390.0,22.0,800.0,2400.0,3.0,1.5822,100.0,50.0,50.0,0.3847,322.49,2.5997,plate_buckling,PASS
EH40,390.0,22.0,1000.0,2400.0,2.4,1.9778,100.0,0.0,0.0,0.4042,284.51,2.474,plate_buckling,PASS
EH40,390.0,22.0,1000.0,2400.0,2.4,1.9778,150.0,0.0,0.0,0.6063,284.51,1.6493,plate_buckling,PASS
EH40,390.0,22.0,1000.0,2400.0,2.4,1.9778,200.0,0.0,0.0,0.8084,284.51,1.237,plate_buckling,PASS
EH40,390.0,22.0,1000.0,2400.0,2.4,1.9778,120.0,0.0,40.0,0.5057,284.51,1.9774,plate_buckling,PASS
EH40,390.0,22.0,1000.0,2400.0,2.4,1.9778,120.0,60.0,0.0,0.485,284.51,2.0617,plate_buckling,PASS
EH40,390.0,22.0,1000.0,2400.0,2.4,1.9778,100.0,50.0,50.0,0.4365,284.51,2.2911,plate_buckling,PASS
EH40,390.0,23.0,600.0,2400.0,4.0,1.1351,100.0,0.0,0.0,0.3237,355.25,3.0892,plate_buckling,PASS
EH40,390.0,23.0,600.0,2400.0,4.0,1.1351,150.0,0.0,0.0,0.4856,355.25,2.0594,plate_buckling,PASS
EH40,390.0,23.0,600.0,2400.0,4.0,1.1351,200.0,0.0,0.0,0.6474,355.25,1.5446,plate_buckling,PASS
EH40,390.0,23.0,600.0,2400.0,4.0,1.1351,120.0,0.0,40.0,0.4043,355.25,2.4733,plate_buckling,PASS
EH40,390.0,23.0,600.0,2400.0,4.0,1.1351,120.0,60.0,0.0,0.3885,355.25,2.5743,plate_buckling,PASS
EH40,390.0,23.0,600.0,2400.0,4.0,1.1351,100.0,50.0,50.0,0.3485,355.25,2.8693,plate_buckling,PASS
EH40,390.0,23.0,800.0,2400.0,3.0,1.5134,100.0,0.0,0.0,0.3504,328.23,2.8542,plate_buckling,PASS
EH40,390.0,23.0,800.0,2400.0,3.0,1.5134,150.0,0.0,0.0,0.5255,328.23,1.9028,plate_buckling,PASS
EH40,390.0,23.0,800.0,2400.0,3.0,1.5134,200.0,0.0,0.0,0.7007,328.23,1.4271,plate_buckling,PASS
EH40,390.0,23.0,800.0,2400.0,3.0,1.5134,120.0,0.0,40.0,0.438,328.23,2.2832,plate_buckling,PASS
EH40,390.0,23.0,800.0,2400.0,3.0,1.5134,120.0,60.0,0.0,0.4204,328.23,2.3785,plate_buckling,PASS
EH40,390.0,23.0,800.0,2400.0,3.0,1.5134,100.0,50.0,50.0,0.3778,328.23,2.647,plate_buckling,PASS
EH40,390.0,23.0,1000.0,2400.0,2.4,1.8918,100.0,0.0,0.0,0.3918,293.48,2.552,plate_buckling,PASS
EH40,390.0,23.0,1000.0,2400.0,2.4,1.8918,150.0,0.0,0.0,0.5878,293.48,1.7013,plate_buckling,PASS
EH40,390.0,23.0,1000.0,2400.0,2.4,1.8918,200.0,0.0,0.0,0.7837,293.48,1.276,plate_buckling,PASS
EH40,390.0,23.0,1000.0,2400.0,2.4,1.8918,120.0,0.0,40.0,0.4901,293.48,2.0403,plate_buckling,PASS
EH40,390.0,23.0,1000.0,2400.0,2.4,1.8918,120.0,60.0,0.0,0.4702,293.48,2.1267,plate_buckling,PASS
EH40,390.0,23.0,1000.0,2400.0,2.4,1.8918,100.0,50.0,50.0,0.423,293.48,2.3643,plate_buckling,PASS
EH40,390.0,24.0,600.0,2400.0,4.0,1.0878,100.0,0.0,0.0,0.3211,358.09,3.1138,plate_buckling,PASS
EH40,390.0,24.0,600.0,2400.0,4.0,1.0878,150.0,0.0,0.0,0.4817,358.09,2.0759,plate_buckling,PASS
EH40,390.0,24.0,600.0,2400.0,4.0,1.0878,200.0,0.0,0.0,0.6423,358.09,1.5569,plate_buckling,PASS
EH40,390.0,24.0,600.0,2400.0,4.0,1.0878,120.0,0.0,40.0,0.4011,358.09,2.4933,plate_buckling,PASS
EH40,390.0,24.0,600.0,2400.0,4.0,1.0878,120.0,60.0,0.0,0.3854,358.09,2.5948,plate_buckling,PASS
EH40,390.0,24.0,600.0,2400.0,4.0,1.0878,100.0,50.0,50.0,0.3457,358.09,2.8929,plate_buckling,PASS
EH40,390.0,24.0,800.0,2400.0,3.0,1.4504,100.0,0.0,0.0,0.3451,333.27,2.898,plate_buckling,PASS
EH40,390.0,24.0,800.0,2400.0,3.0,1.4504,150.0,0.0,0.0,0.5176,333.27,1.932,plate_buckling,PASS
EH40,390.0,24.0,800.0,2400.0,3.0,1.4504,200.0,0.0,0.0,0.6901,333.27,1.449,plate_buckling,PASS
EH40,390.0,24.0,800.0,2400.0,3.0,1.4504,120.0,0.0,40.0,0.4313,333.27,2.3187,plate_buckling,PASS
EH40,390.0,24.0,800.0,2400.0,3.0,1.4504,120.0,60.0,0.0,0.4141,333.27,2.415,plate_buckling,PASS
EH40,390.0,24.0,800.0,2400.0,3.0,1.4504,100.0,50.0,50.0,0.3719,333.27,2.6886,plate_buckling,PASS
EH40,390.0,24.0,1000.0,2400.0,2.4,1.813,100.0,0.0,0.0,0.3816,301.36,2.6205,plate_buckling,PASS
EH40,390.0,24.0,1000.0,2400.0,2.4,1.813,150.0,0.0,0.0,0.5724,301.36,1.747,plate_buckling,PASS
EH40,390.0,24.0,1000.0,2400.0,2.4,1.813,200.0,0.0,0.0,0.7632,301.36,1.3102,plate_buckling,PASS
EH40,390.0,24.0,1000.0,2400.0,2.4,1.813,120.0,0.0,40.0,0.4772,301.36,2.0955,plate_buckling,PASS
EH40,390.0,24.0,1000.0,2400.0,2.4,1.813,120.0,60.0,0.0,0.4579,301.36,2.1837,plate_buckling,PASS
EH40,390.0,24.0,1000.0,2400.0,2.4,1.813,100.0,50.0,50.0,0.4117,301.36,2.4287,plate_buckling,PASS
EH40,390.0,25.0,600.0,2400.0,4.0,1.0443,100.0,0.0,0.0,0.3189,360.59,3.1356,plate_buckling,PASS
EH40,390.0,25.0,600.0,2400.0,4.0,1.0443,150.0,0.0,0.0,0.4784,360.59,2.0904,plate_buckling,PASS
EH40,390.0,25.0,600.0,2400.0,4.0,1.0443,200.0,0.0,0.0,0.6378,360.59,1.5678,plate_buckling,PASS
EH40,390.0,25.0,600.0,2400.0,4.0,1.0443,120.0,0.0,40.0,0.3982,360.59,2.511,plate_buckling,PASS
EH40,390.0,25.0,600.0,2400.0,4.0,1.0443,120.0,60.0,0.0,0.3827,360.59,2.613,plate_buckling,PASS
EH40,390.0,25.0,600.0,2400.0,4.0,1.0443,100.0,50.0,50.0,0.3432,360.59,2.9137,plate_buckling,PASS
EH40,390.0,25.0,800.0,2400.0,3.0,1.3924,100.0,0.0,0.0,0.3405,337.72,2.9367,plate_buckling,PASS
EH40,390.0,25.0,800.0,2400.0,3.0,1.3924,150.0,0.0,0.0,0.5108,337.72,1.9578,plate_buckling,PASS
EH40,390.0,25.0,800.0,2400.0,3.0,1.3924,200.0,0.0,0.0,0.681,337.72,1.4683,plate_buckling,PASS
EH40,390.0,25.0,800.0,2400.0,3.0,1.3924,120.0,0.0,40.0,0.4255,337.72,2.35,plate_buckling,PASS
EH40,390.0,25.0,800.0,2400.0,3.0,1.3924,120.0,60.0,0.0,0.4086,337.72,2.4472,plate_buckling,PASS
EH40,390.0,25.0,800.0,2400.0,3.0,1.3924,100.0,50.0,50.0,0.3669,337.72,2.7253,plate_buckling,PASS
EH40,390.0,25.0,1000.0,2400.0,2.4,1.7404,100.0,0.0,0.0,0.373,308.31,2.6809,plate_buckling,PASS
EH40,390.0,25.0,1000.0,2400.0,2.4,1.7404,150.0,0.0,0.0,0.5595,308.31,1.7873,plate_buckling,PASS
EH40,390.0,25.0,1000.0,2400.0,2.4,1.7404,200.0,0.0,0.0,0.746,308.31,1.3405,plate_buckling,PASS
EH40,390.0,25.0,1000.0,2400.0,2.4,1.7404,120.0,0.0,40.0,0.4664,308.31,2.1442,plate_buckling,PASS
EH40,390.0,25.0,1000.0,2400.0,2.4,1.7404,120.0,60.0,0.0,0.4476,308.31,2.2341,plate_buckling,PASS
EH40,390.0,25.0,1000.0,2400.0,2.4,1.7404,100.0,50.0,50.0,0.4023,308.31,2.4856,plate_buckling,PASS
